Date,County,Primary Area of Practice,Activities in Medicine,Count of Physicians
7/1/20,San Joaquin,Emergency Medicine - Primary,Patient Care - 30-39 Hours,11
7/1/20,San Joaquin,Emergency Medicine - Primary,Patient Care - 40+ Hours,19
7/1/20,San Joaquin,Endocrinology - Primary,Patient Care - 1-9 Hours,1
7/1/20,San Joaquin,Endocrinology - Primary,Patient Care - 30-39 Hours,3
7/1/20,San Joaquin,Endocrinology - Primary,Patient Care - 40+ Hours,2
7/1/20,San Joaquin,Endocrinology - Primary,Patient Care - None,1
7/1/20,San Joaquin,Family Medicine - Primary,Patient Care - 1-9 Hours,6
7/1/20,San Joaquin,Family Medicine - Primary,Patient Care - 10-19 Hours,1
7/1/20,San Joaquin,Family Medicine - Primary,Patient Care - 20-29 Hours,16
7/1/20,San Joaquin,Family Medicine - Primary,Patient Care - 30-39 Hours,58
7/1/20,San Joaquin,Family Medicine - Primary,Patient Care - 40+ Hours,92
7/1/20,San Joaquin,Family Medicine - Primary,Patient Care - None,9
7/1/20,San Joaquin,Gastroenterology - Primary,Patient Care - 30-39 Hours,5
7/1/20,San Joaquin,Gastroenterology - Primary,Patient Care - 40+ Hours,10
7/1/20,San Joaquin,Gastroenterology - Primary,Patient Care - None,1
7/1/20,San Joaquin,General Practice - Primary,Patient Care - 1-9 Hours,3
7/1/20,San Joaquin,General Practice - Primary,Patient Care - 10-19 Hours,2
7/1/20,San Joaquin,General Practice - Primary,Patient Care - 20-29 Hours,2
7/1/20,San Joaquin,General Practice - Primary,Patient Care - 30-39 Hours,2
7/1/20,San Joaquin,General Practice - Primary,Patient Care - 40+ Hours,7
7/1/20,San Joaquin,General Practice - Primary,Patient Care - None,3
7/1/20,San Joaquin,General Surgery - Primary,Patient Care - 1-9 Hours,2
7/1/20,San Joaquin,General Surgery - Primary,Patient Care - 10-19 Hours,1
7/1/20,San Joaquin,General Surgery - Primary,Patient Care - 20-29 Hours,1
7/1/20,San Joaquin,General Surgery - Primary,Patient Care - 30-39 Hours,4
7/1/20,San Joaquin,General Surgery - Primary,Patient Care - 40+ Hours,32
7/1/20,San Joaquin,General Surgery - Primary,Patient Care - None,1
7/1/20,San Joaquin,Infectious Disease - Primary,Patient Care - 10-19 Hours,1
7/1/20,San Joaquin,Infectious Disease - Primary,Patient Care - 20-29 Hours,2
7/1/20,San Joaquin,Infectious Disease - Primary,Patient Care - 40+ Hours,2
7/1/20,San Joaquin,Internal Medicine - Primary,No Response,2
7/1/20,San Joaquin,Internal Medicine - Primary,Patient Care - 1-9 Hours,4
7/1/20,San Joaquin,Internal Medicine - Primary,Patient Care - 10-19 Hours,6
7/1/20,San Joaquin,Internal Medicine - Primary,Patient Care - 20-29 Hours,16
7/1/20,San Joaquin,Internal Medicine - Primary,Patient Care - 30-39 Hours,32
7/1/20,San Joaquin,Internal Medicine - Primary,Patient Care - 40+ Hours,102
7/1/20,San Joaquin,Internal Medicine - Primary,Patient Care - None,3
7/1/20,San Joaquin,Nephrology - Primary,Patient Care - 10-19 Hours,1
7/1/20,San Joaquin,Nephrology - Primary,Patient Care - 20-29 Hours,1
7/1/20,San Joaquin,Nephrology - Primary,Patient Care - 30-39 Hours,2
7/1/20,San Joaquin,Nephrology - Primary,Patient Care - 40+ Hours,13
7/1/20,San Joaquin,Neurology - Primary,Patient Care - 10-19 Hours,1
7/1/20,San Joaquin,Neurology - Primary,Patient Care - 20-29 Hours,1
7/1/20,San Joaquin,Neurology - Primary,Patient Care - 30-39 Hours,1
7/1/20,San Joaquin,Neurology - Primary,Patient Care - 40+ Hours,5
7/1/20,San Joaquin,Neurology - Primary,Patient Care - None,2
7/1/20,San Joaquin,No Response,No Response,66
7/1/20,San Joaquin,No Response,Patient Care - 1-9 Hours,8
7/1/20,San Joaquin,No Response,Patient Care - 10-19 Hours,4
7/1/20,San Joaquin,No Response,Patient Care - 20-29 Hours,14
7/1/20,San Joaquin,No Response,Patient Care - 30-39 Hours,53
7/1/20,San Joaquin,No Response,Patient Care - 40+ Hours,118
7/1/20,San Joaquin,No Response,Patient Care - None,16
7/1/20,San Joaquin,Obstetrics and Gynecology - Primary,Patient Care - 10-19 Hours,2
7/1/20,San Joaquin,Obstetrics and Gynecology - Primary,Patient Care - 20-29 Hours,5
7/1/20,San Joaquin,Obstetrics and Gynecology - Primary,Patient Care - 30-39 Hours,13
7/1/20,San Joaquin,Obstetrics and Gynecology - Primary,Patient Care - 40+ Hours,51
7/1/20,San Joaquin,Oncology - Primary,Patient Care - 10-19 Hours,1
7/1/20,San Joaquin,Oncology - Primary,Patient Care - 30-39 Hours,1
7/1/20,San Joaquin,Oncology - Primary,Patient Care - 40+ Hours,10
7/1/20,San Joaquin,Oncology - Primary,Patient Care - None,1
7/1/20,San Joaquin,Ophthalmology - Primary,Patient Care - 1-9 Hours,1
7/1/20,San Joaquin,Ophthalmology - Primary,Patient Care - 10-19 Hours,2
7/1/20,San Joaquin,Ophthalmology - Primary,Patient Care - 20-29 Hours,2
7/1/20,San Joaquin,Ophthalmology - Primary,Patient Care - 30-39 Hours,9
7/1/20,San Joaquin,Ophthalmology - Primary,Patient Care - 40+ Hours,12
7/1/20,San Joaquin,Orthopedic Surgery - Primary,Patient Care - 1-9 Hours,1
7/1/20,San Joaquin,Orthopedic Surgery - Primary,Patient Care - 20-29 Hours,1
7/1/20,San Joaquin,Orthopedic Surgery - Primary,Patient Care - 40+ Hours,25
7/1/20,San Joaquin,Orthopedic Surgery - Primary,Patient Care - None,2
7/1/20,San Joaquin,Otolaryngology - Primary,Patient Care - 1-9 Hours,2
7/1/20,San Joaquin,Otolaryngology - Primary,Patient Care - 30-39 Hours,4
7/1/20,San Joaquin,Otolaryngology - Primary,Patient Care - 40+ Hours,7
7/1/20,San Joaquin,Pathology - Primary,Patient Care - 1-9 Hours,2
7/1/20,San Joaquin,Pathology - Primary,Patient Care - 10-19 Hours,1
7/1/20,San Joaquin,Pathology - Primary,Patient Care - 20-29 Hours,1
7/1/20,San Joaquin,Pathology - Primary,Patient Care - 30-39 Hours,1
7/1/20,San Joaquin,Pathology - Primary,Patient Care - 40+ Hours,8
7/1/20,San Joaquin,Pathology - Primary,Patient Care - None,4
7/1/20,San Joaquin,Pediatrics - Primary,Patient Care - 1-9 Hours,3
7/1/20,San Joaquin,Pediatrics - Primary,Patient Care - 10-19 Hours,1
7/1/20,San Joaquin,Pediatrics - Primary,Patient Care - 20-29 Hours,12
7/1/20,San Joaquin,Pediatrics - Primary,Patient Care - 30-39 Hours,22
7/1/20,San Joaquin,Pediatrics - Primary,Patient Care - 40+ Hours,46
7/1/20,San Joaquin,Pediatrics - Primary,Patient Care - None,7
7/1/20,San Joaquin,Physical Medicine and Rehabilitation - Primary,Patient Care - 10-19 Hours,1
7/1/20,San Joaquin,Physical Medicine and Rehabilitation - Primary,Patient Care - 20-29 Hours,2
7/1/20,San Joaquin,Physical Medicine and Rehabilitation - Primary,Patient Care - 30-39 Hours,2
7/1/20,San Joaquin,Physical Medicine and Rehabilitation - Primary,Patient Care - 40+ Hours,2
7/1/20,San Joaquin,Plastic Surgery - Primary,Patient Care - 20-29 Hours,1
7/1/20,San Joaquin,Plastic Surgery - Primary,Patient Care - 30-39 Hours,3
7/1/20,San Joaquin,Plastic Surgery - Primary,Patient Care - 40+ Hours,3
7/1/20,San Joaquin,Plastic Surgery - Primary,Patient Care - None,1
7/1/20,San Joaquin,Psychiatry - Primary,Patient Care - 1-9 Hours,1
7/1/20,San Joaquin,Psychiatry - Primary,Patient Care - 10-19 Hours,5
7/1/20,San Joaquin,Psychiatry - Primary,Patient Care - 20-29 Hours,3
7/1/20,San Joaquin,Psychiatry - Primary,Patient Care - 30-39 Hours,18
7/1/20,San Joaquin,Psychiatry - Primary,Patient Care - 40+ Hours,29
7/1/20,San Joaquin,Pulmonary - Primary,Patient Care - 1-9 Hours,1
7/1/20,San Joaquin,Pulmonary - Primary,Patient Care - 30-39 Hours,2
7/1/20,San Joaquin,Pulmonary - Primary,Patient Care - 40+ Hours,7
7/1/20,San Joaquin,Pulmonary - Primary,Patient Care - None,1
7/1/20,San Joaquin,Radiology - Primary,Patient Care - 1-9 Hours,2
7/1/20,San Joaquin,Radiology - Primary,Patient Care - 10-19 Hours,4
7/1/20,San Joaquin,Radiology - Primary,Patient Care - 20-29 Hours,4
7/1/20,San Joaquin,Radiology - Primary,Patient Care - 30-39 Hours,6
7/1/20,San Joaquin,Radiology - Primary,Patient Care - 40+ Hours,16
7/1/20,San Joaquin,Radiology - Primary,Patient Care - None,6
7/1/20,San Joaquin,Urology - Primary,No Response,1
7/1/20,San Joaquin,Urology - Primary,Patient Care - 10-19 Hours,1
7/1/20,San Joaquin,Urology - Primary,Patient Care - 20-29 Hours,1
7/1/20,San Joaquin,Urology - Primary,Patient Care - 40+ Hours,6
7/1/20,San Luis Obispo,All Other Specialties,Patient Care - 1-9 Hours,15
7/1/20,San Luis Obispo,All Other Specialties,Patient Care - 10-19 Hours,10
7/1/20,San Luis Obispo,All Other Specialties,Patient Care - 20-29 Hours,3
7/1/20,San Luis Obispo,All Other Specialties,Patient Care - 30-39 Hours,13
7/1/20,San Luis Obispo,All Other Specialties,Patient Care - 40+ Hours,32
7/1/20,San Luis Obispo,All Other Specialties,Patient Care - None,10
7/1/20,San Luis Obispo,Anesthesiology - Primary,No Response,2
7/1/20,San Luis Obispo,Anesthesiology - Primary,Patient Care - 1-9 Hours,3
7/1/20,San Luis Obispo,Anesthesiology - Primary,Patient Care - 10-19 Hours,1
7/1/20,San Luis Obispo,Anesthesiology - Primary,Patient Care - 20-29 Hours,3
7/1/20,San Luis Obispo,Anesthesiology - Primary,Patient Care - 30-39 Hours,3
7/1/20,San Luis Obispo,Anesthesiology - Primary,Patient Care - 40+ Hours,32
7/1/20,San Luis Obispo,Cardiology - Primary,Patient Care - 1-9 Hours,1
7/1/20,San Luis Obispo,Cardiology - Primary,Patient Care - 20-29 Hours,1
7/1/20,San Luis Obispo,Cardiology - Primary,Patient Care - 40+ Hours,16
7/1/20,San Luis Obispo,Cardiology - Primary,Patient Care - None,1
7/1/20,San Luis Obispo,Dermatology - Primary,Patient Care - 10-19 Hours,1
7/1/20,San Luis Obispo,Dermatology - Primary,Patient Care - 20-29 Hours,3
7/1/20,San Luis Obispo,Dermatology - Primary,Patient Care - 30-39 Hours,3
7/1/20,San Luis Obispo,Dermatology - Primary,Patient Care - 40+ Hours,4
7/1/20,San Luis Obispo,Dermatology - Primary,Patient Care - None,6
7/1/20,San Luis Obispo,Emergency Medicine - Primary,Patient Care - 1-9 Hours,1
7/1/20,San Luis Obispo,Emergency Medicine - Primary,Patient Care - 10-19 Hours,6
7/1/20,San Luis Obispo,Emergency Medicine - Primary,Patient Care - 20-29 Hours,10
7/1/20,San Luis Obispo,Emergency Medicine - Primary,Patient Care - 30-39 Hours,26
7/1/20,San Luis Obispo,Emergency Medicine - Primary,Patient Care - 40+ Hours,13
7/1/20,San Luis Obispo,Emergency Medicine - Primary,Patient Care - None,3
7/1/20,San Luis Obispo,Endocrinology - Primary,Patient Care - 40+ Hours,2
7/1/20,San Luis Obispo,Family Medicine - Primary,Patient Care - 1-9 Hours,10
7/1/20,San Luis Obispo,Family Medicine - Primary,Patient Care - 10-19 Hours,2
7/1/20,San Luis Obispo,Family Medicine - Primary,Patient Care - 20-29 Hours,7
7/1/20,San Luis Obispo,Family Medicine - Primary,Patient Care - 30-39 Hours,20
7/1/20,San Luis Obispo,Family Medicine - Primary,Patient Care - 40+ Hours,35
7/1/20,San Luis Obispo,Family Medicine - Primary,Patient Care - None,7
7/1/20,San Luis Obispo,Gastroenterology - Primary,Patient Care - 1-9 Hours,1
7/1/20,San Luis Obispo,Gastroenterology - Primary,Patient Care - 40+ Hours,9
7/1/20,San Luis Obispo,Gastroenterology - Primary,Patient Care - None,2
7/1/20,San Luis Obispo,General Practice - Primary,Patient Care - 1-9 Hours,5
7/1/20,San Luis Obispo,General Practice - Primary,Patient Care - 10-19 Hours,1
7/1/20,San Luis Obispo,General Practice - Primary,Patient Care - 20-29 Hours,1
7/1/20,San Luis Obispo,General Practice - Primary,Patient Care - 30-39 Hours,2
7/1/20,San Luis Obispo,General Practice - Primary,Patient Care - 40+ Hours,6
7/1/20,San Luis Obispo,General Practice - Primary,Patient Care - None,3
7/1/20,San Luis Obispo,General Surgery - Primary,Patient Care - 1-9 Hours,1
7/1/20,San Luis Obispo,General Surgery - Primary,Patient Care - 10-19 Hours,1
7/1/20,San Luis Obispo,General Surgery - Primary,Patient Care - 20-29 Hours,1
7/1/20,San Luis Obispo,General Surgery - Primary,Patient Care - 30-39 Hours,5
7/1/20,San Luis Obispo,General Surgery - Primary,Patient Care - 40+ Hours,4
7/1/20,San Luis Obispo,General Surgery - Primary,Patient Care - None,1
7/1/20,San Luis Obispo,Infectious Disease - Primary,Patient Care - 40+ Hours,2
7/1/20,San Luis Obispo,Internal Medicine - Primary,No Response,2
7/1/20,San Luis Obispo,Internal Medicine - Primary,Patient Care - 1-9 Hours,3
7/1/20,San Luis Obispo,Internal Medicine - Primary,Patient Care - 10-19 Hours,4
7/1/20,San Luis Obispo,Internal Medicine - Primary,Patient Care - 20-29 Hours,6
7/1/20,San Luis Obispo,Internal Medicine - Primary,Patient Care - 30-39 Hours,31
7/1/20,San Luis Obispo,Internal Medicine - Primary,Patient Care - 40+ Hours,34
7/1/20,San Luis Obispo,Internal Medicine - Primary,Patient Care - None,15
7/1/20,San Luis Obispo,Nephrology - Primary,Patient Care - 40+ Hours,4
7/1/20,San Luis Obispo,Nephrology - Primary,Patient Care - None,2
7/1/20,San Luis Obispo,Neurology - Primary,Patient Care - 30-39 Hours,1
7/1/20,San Luis Obispo,Neurology - Primary,Patient Care - 40+ Hours,7
7/1/20,San Luis Obispo,Neurology - Primary,Patient Care - None,2
7/1/20,San Luis Obispo,No Response,No Response,22
7/1/20,San Luis Obispo,No Response,Patient Care - 1-9 Hours,8
7/1/20,San Luis Obispo,No Response,Patient Care - 10-19 Hours,9
7/1/20,San Luis Obispo,No Response,Patient Care - 20-29 Hours,13
7/1/20,San Luis Obispo,No Response,Patient Care - 30-39 Hours,28
7/1/20,San Luis Obispo,No Response,Patient Care - 40+ Hours,52
7/1/20,San Luis Obispo,No Response,Patient Care - None,22
7/1/20,San Luis Obispo,Obstetrics and Gynecology - Primary,Patient Care - 1-9 Hours,2
7/1/20,San Luis Obispo,Obstetrics and Gynecology - Primary,Patient Care - 10-19 Hours,2
7/1/20,San Luis Obispo,Obstetrics and Gynecology - Primary,Patient Care - 20-29 Hours,1
7/1/20,San Luis Obispo,Obstetrics and Gynecology - Primary,Patient Care - 30-39 Hours,6
7/1/20,San Luis Obispo,Obstetrics and Gynecology - Primary,Patient Care - 40+ Hours,21
7/1/20,San Luis Obispo,Obstetrics and Gynecology - Primary,Patient Care - None,5
7/1/20,San Luis Obispo,Oncology - Primary,Patient Care - 30-39 Hours,2
7/1/20,San Luis Obispo,Oncology - Primary,Patient Care - 40+ Hours,5
7/1/20,San Luis Obispo,Ophthalmology - Primary,Patient Care - 1-9 Hours,1
7/1/20,San Luis Obispo,Ophthalmology - Primary,Patient Care - 10-19 Hours,1
7/1/20,San Luis Obispo,Ophthalmology - Primary,Patient Care - 20-29 Hours,2
7/1/20,San Luis Obispo,Ophthalmology - Primary,Patient Care - 30-39 Hours,10
7/1/20,San Luis Obispo,Ophthalmology - Primary,Patient Care - 40+ Hours,8
7/1/20,San Luis Obispo,Ophthalmology - Primary,Patient Care - None,1
7/1/20,San Luis Obispo,Orthopedic Surgery - Primary,Patient Care - 1-9 Hours,3
7/1/20,San Luis Obispo,Orthopedic Surgery - Primary,Patient Care - 10-19 Hours,3
7/1/20,San Luis Obispo,Orthopedic Surgery - Primary,Patient Care - 20-29 Hours,1
7/1/20,San Luis Obispo,Orthopedic Surgery - Primary,Patient Care - 30-39 Hours,4
7/1/20,San Luis Obispo,Orthopedic Surgery - Primary,Patient Care - 40+ Hours,16
7/1/20,San Luis Obispo,Orthopedic Surgery - Primary,Patient Care - None,2
7/1/20,San Luis Obispo,Otolaryngology - Primary,Patient Care - 1-9 Hours,1
7/1/20,San Luis Obispo,Otolaryngology - Primary,Patient Care - 30-39 Hours,2
7/1/20,San Luis Obispo,Otolaryngology - Primary,Patient Care - 40+ Hours,2
7/1/20,San Luis Obispo,Pathology - Primary,Patient Care - 1-9 Hours,3
7/1/20,San Luis Obispo,Pathology - Primary,Patient Care - 20-29 Hours,1
7/1/20,San Luis Obispo,Pathology - Primary,Patient Care - 40+ Hours,11
7/1/20,San Luis Obispo,Pathology - Primary,Patient Care - None,5
7/1/20,San Luis Obispo,Pediatrics - Primary,Patient Care - 1-9 Hours,3
7/1/20,San Luis Obispo,Pediatrics - Primary,Patient Care - 10-19 Hours,4
7/1/20,San Luis Obispo,Pediatrics - Primary,Patient Care - 20-29 Hours,8
7/1/20,San Luis Obispo,Pediatrics - Primary,Patient Care - 30-39 Hours,7
7/1/20,San Luis Obispo,Pediatrics - Primary,Patient Care - 40+ Hours,14
7/1/20,San Luis Obispo,Pediatrics - Primary,Patient Care - None,4
7/1/20,San Luis Obispo,Physical Medicine and Rehabilitation - Primary,Patient Care - 10-19 Hours,2
7/1/20,San Luis Obispo,Physical Medicine and Rehabilitation - Primary,Patient Care - 30-39 Hours,1
7/1/20,San Luis Obispo,Physical Medicine and Rehabilitation - Primary,Patient Care - 40+ Hours,3
7/1/20,San Luis Obispo,Physical Medicine and Rehabilitation - Primary,Patient Care - None,1
7/1/20,San Luis Obispo,Plastic Surgery - Primary,Patient Care - 40+ Hours,5
7/1/20,San Luis Obispo,Plastic Surgery - Primary,Patient Care - None,1
7/1/20,San Luis Obispo,Psychiatry - Primary,Patient Care - 1-9 Hours,14
7/1/20,San Luis Obispo,Psychiatry - Primary,Patient Care - 10-19 Hours,7
7/1/20,San Luis Obispo,Psychiatry - Primary,Patient Care - 20-29 Hours,10
7/1/20,San Luis Obispo,Psychiatry - Primary,Patient Care - 30-39 Hours,25
7/1/20,San Luis Obispo,Psychiatry - Primary,Patient Care - 40+ Hours,39
7/1/20,San Luis Obispo,Psychiatry - Primary,Patient Care - None,13
7/1/20,San Luis Obispo,Pulmonary - Primary,Patient Care - 20-29 Hours,1
7/1/20,San Luis Obispo,Pulmonary - Primary,Patient Care - 30-39 Hours,1
7/1/20,San Luis Obispo,Pulmonary - Primary,Patient Care - 40+ Hours,3
7/1/20,San Luis Obispo,Radiology - Primary,Patient Care - 1-9 Hours,1
7/1/20,San Luis Obispo,Radiology - Primary,Patient Care - 20-29 Hours,3
7/1/20,San Luis Obispo,Radiology - Primary,Patient Care - 30-39 Hours,2
7/1/20,San Luis Obispo,Radiology - Primary,Patient Care - 40+ Hours,25
7/1/20,San Luis Obispo,Radiology - Primary,Patient Care - None,6
7/1/20,San Luis Obispo,Urology - Primary,Patient Care - 30-39 Hours,1
7/1/20,San Luis Obispo,Urology - Primary,Patient Care - 40+ Hours,6
7/1/20,San Mateo,All Other Specialties,No Response,3
7/1/20,San Mateo,All Other Specialties,Patient Care - 1-9 Hours,42
7/1/20,San Mateo,All Other Specialties,Patient Care - 10-19 Hours,19
7/1/20,San Mateo,All Other Specialties,Patient Care - 20-29 Hours,40
7/1/20,San Mateo,All Other Specialties,Patient Care - 30-39 Hours,70
7/1/20,San Mateo,All Other Specialties,Patient Care - 40+ Hours,108
7/1/20,San Mateo,All Other Specialties,Patient Care - None,56
7/1/20,San Mateo,Anesthesiology - Primary,Patient Care - 1-9 Hours,7
7/1/20,San Mateo,Anesthesiology - Primary,Patient Care - 10-19 Hours,5
7/1/20,San Mateo,Anesthesiology - Primary,Patient Care - 20-29 Hours,10
7/1/20,San Mateo,Anesthesiology - Primary,Patient Care - 30-39 Hours,28
7/1/20,San Mateo,Anesthesiology - Primary,Patient Care - 40+ Hours,78
7/1/20,San Mateo,Anesthesiology - Primary,Patient Care - None,15
7/1/20,San Mateo,Cardiology - Primary,Patient Care - 1-9 Hours,11
7/1/20,San Mateo,Cardiology - Primary,Patient Care - 10-19 Hours,3
7/1/20,San Mateo,Cardiology - Primary,Patient Care - 20-29 Hours,3
